id,descripcion,hashtags,categoria,categoria_generadora,categoria_secundaria,es_ambiguo,tipo_post,nivel_ruido,etiqueta_ruidosa,entidades
1376,Twitch: actualizacion rara pero trae cosas buenas y god,#PlayStation,videojuegos,videojuegos,,False,short,bajo,False,PlayStation | Twitch
1377,me renta domingo raro y fifa 🕹️ xd,#top#gaming,videojuegos,videojuegos,,False,micro,medio,False,FIFA
1378,road trip sin ruta cerrada en Madrid con mochila,#Setup,viajes,viajes,,False,short,medio,False,Madrid
1379,"paseo por la costa cerca de Barcelona. sin filtros y con prisa, Benidorm de fondo y ⚽",#atardecer,playa,playa,,False,medium,alto,False,Benidorm
1380,"plan improvisado: setuup medio ordenado para variar, bro esto esta increible en bucle",#Gaming,videojuegos,videojuegos,,False,short,medio,False,
1381,"hoy tocaba ruta pet friendly por Tokio con parada de cafe. No encaja perfecto en una sola categoria, porque mezcla animales, viajes y un poco de vida real. literalmente obsesionado",#Escapada #PetFriendly #Turismo #Perros,animales,animales,viajes,True,long,bajo,False,Tokio
1382,"full mini update: ranked con lag justo al final. entre cafe, mensajes sin responder y minecraft, el plan quedo raro pero no pido mas",#Random,videojuegos,videojuegos,,False,long,medio,False,Minecraft
1383,xd atardecer en el paseo maritimo cerca de y bueno,#Mar,playa,playa,,False,medium,alto,False,
1384,"interior limpio por primera vez en meses cerca de Tarifa. mientras cae la tarde, Mercedes de fondo y no pido mas",,viajes,coches,,False,medium,bajo,True,Mercedes | Tarifa
1385,"literal si esto no es felicidad entonces nada ruta hasta el estadio con camiseta del Decathlon y lluvia, despues de una semana eterna ns q decir JAJA 🧳",#Drive #Fitness #Life #Padel,deporte,deporte,coches,True,medium,alto,False,Decathlon
1386,mini update: calas pequeñas sin cobertura despues de una semana eterna 🐶,#relax,playa,playa,,False,short,bajo,False,
1387,"Cádiz aparecio en el plan: brisa salada y cero prisa, con ganas de repetir, coche incluido 🎸",#Friends #Mar,playa,playa,,False,medium,bajo,False,Cádiz
1388,"MasterChef aparecio en el plan: postre demasiado dulce, entre risas y cero cobertura, sarten incluido; tambien vuelo temprano con cafe dudoso",#wanderlust #cena #yummy,cocina,cocina,viajes,True,medium,bajo,False,MasterChef
1389,plan improvisado: MasterChef,,cocina,cocina,,False,micro,medio,False,MasterChef
1390,"mini update: ruta hasta el estadio con camiseta del decathlon y lluvia, despues de una semana eterna literalmente obsesionado en bucle ☀️",#garaje,coches,coches,deporte,True,medium,alto,False,Decathlon
1391,xbox: actualizacion rara pero trae cosas buenas y me renta demasiado; tambien cancion triste para un plan feliz,#Setup #PlayStation,videojuegos,videojuegos,musica,True,short,bajo,False,PlayStation | Xbox
1392,Razón cargo tenían. link en bio oferta top no puedo mas,#Oferta,playa,playa,,False,outlier,alto,False,
1393,literalmente ruta pet friendly con parada para cafe sin planear demasiado,#Gatos,animales,animales,,False,short,bajo,False,
1394,stream de Minecraft con playlist de Aitana y chat imposible que locura 🎮,,videojuegos,videojuegos,musica,True,short,medio,False,Minecraft | Aitana
1395,literal Roma: road trip sin ruta cerrada y bro esto esta increible ✈️,#Wanderlust,viajes,viajes,,False,short,alto,False,Roma
1396,hoy tocaba zapatillas en el maletero y plan de ultima hora ns q decir JAJA,#Motor,deporte,deporte,coches,True,short,medio,False,
1397,"domingo raro y taper de arroz, entreno tarde y cero glamour que locura 🧳",#entreno,deporte,deporte,cocina,True,short,bajo,False,
1398,nadie me preparo para jugando al Minecraft escuchando Spotify hasta que se fue el lag asi si xd,#Spotify #Temazo,musica,musica,videojuegos,True,short,bajo,False,Minecraft | Spotify
1399,modo chill anuel: playlist para conducir sin hablar y ns q decir jaja 😂,#concierto,musica,musica,,False,short,medio,False,Anuel
1400,no se como explicar esto pero bano rapido mientras el perro vigilaba la toalla random pero necesario,#Mascotas #CatLife,animales,animales,playa,True,short,medio,False,
1401,Formentera: brisa salada y cero prisa y que locura,,playa,playa,,False,short,medio,False,Formentera
1402,"tren perdido por mirar el movil cerca de Cadiz. mientras cae la tarde, Ryanair de fondo y asi si que fantasía",#Aventura#Wanderlust,viajes,viajes,,False,medium,bajo,False,Ryanair
1403,"directo de noche con chat imposible cerca de Tokio. con una playlist random de fondo, GTA de fondo y muy de hoy ✈️",#gaming,videojuegos,videojuegos,,False,medium,bajo,False,Tokio | GTA
1404,"bano rapido antes de comer cerca de maspalomas. despues de una semana eterna, tarifa de fondo y ns q decir jaja; tambien perro mirando la comida con demasiada fe 🌊",#relax,playa,playa,animales,True,medium,medio,False,Maspalomas | Tarifa
1405,"si esto no es felicidad entonces nada tarde de costa, pelota mojada y foto imposible, mientras cae la tarde literalmente obsesionado",#Perros #Playa #Mar #Planazo,animales,animales,playa,True,medium,medio,False,
1406,mini update: probando sushi en Gran Canaria despues de caminar sin rumbo muy de hoy,,cocina,cocina,viajes,True,short,medio,False,sushi
1407,Real Madrid: series de carrera con poca fe y,#Chill #Fitness,deporte,deporte,,False,short,bajo,False,Real Madrid | Madrid
1408,estoy living si esto no es felicidad entonces nada perdido por paris siguiendo una cancion de bizarrap que locura,#Chill,viajes,viajes,musica,True,short,bajo,False,Bizarrap | Paris
1409,no puedo mas lavado rapido antes de salir en Ibiza con peaje; tambien dia de pierna y luego sofa,#Motor,coches,coches,deporte,True,short,bajo,False,Ibiza
1410,"no se como explicar esto pero mision secundaria mas interesante que la principal, top; tambien concierto que empezo tarde pero valio la pena 🔥",#Concierto,videojuegos,videojuegos,musica,True,short,medio,False,
1411,"Valorant aparecio en el plan: ranked con lag justo al final, despues de una semana eterna, auriculares incluido xd jajaja",#GTA,musica,videojuegos,,False,medium,bajo,True,Valorant | GTA
1412,"hoy tocaba proteina, cafe y receta random antes de salir a correr, con ganas de repetir no pido mas me renta",#Padel #Casero,deporte,deporte,cocina,True,medium,bajo,False,
1413,plan improvisado: pala nueva para el padel en modo desconectar; tambien salsa rara que al final funciona...,#entreno,deporte,deporte,cocina,True,short,bajo,False,
1414,en bucle paseo por calas de Tokio despues de perder el bus del hotel que locura,#RoadTrip #Wanderlust,playa,playa,viajes,True,short,medio,False,Tokio
1415,"vuelo temprano con cafe dudoso cerca de Lisboa. mientras cae la tarde, Lisboa de fondo y me renta demasiado ✈️",#Wanderlust,viajes,viajes,,False,medium,bajo,False,Lisboa
1416,"mini update: noche de mando, Discord y tema nuevo de Rosalia, con gente buenna",#Gamer #Setup #Life,videojuegos,videojuegos,musica,True,medium,alto,False,Rosalia
1417,"FIFA y auriculares, random pero necesario",#setup #top,videojuegos,videojuegos,,False,micro,bajo,False,FIFA
1418,mini update: vacaciones con muica 🧳,#Travel #Atardecer #StudyTok #Verano,playa,playa,viajes,True,micro,medio,False,
1419,literalmente tarde de costa ns q deciir JAJA ⚽,,playa,playa,animales,True,micro,bajo,False,
1420,ranked con lag justo al final en Tenerife con cafe,,musica,videojuegos,,False,short,bajo,True,Tenerife
1421,"que fantasía despues de mil vueltas, prueba de conduccion con lluvia en Ávila con neumaticos; con ganas de repetir y ns q decir JAJA 🏋️",,coches,coches,,False,medium,bajo,False,
1422,"si esto no es felicidad entonces nada paseo por la costa, god jajaja",,playa,playa,,False,short,bajo,False,
1423,"si esto no es felicidad entonces nada festival en valencia con maleta pequeña y cero sueño, despues de una semana eterna top 🎧",#Concierto #Domingo #Urbano,musica,musica,viajes,True,medium,medio,False,
1424,vibe de hoy: despues del entreno tocaba lavar el coche,#workout,deporte,deporte,coches,True,short,bajo,False,
1425,"Luna aparecio en el plan: siesta compartida despues de comer, mientras cae la tarde, playa incluido",#gatos #catlife,animales,animales,,False,medium,medio,False,Luna
1426,series de carrera con poca fe en gran canaria con arroz,#workout #random #partido,deporte,deporte,,False,short,medio,False,
1427,literal hoy tocaba paseo largo para despejar en Barcelona con reloj; en plan trnquilo y me renta demasiado ⚽,#padel,deporte,deporte,,False,medium,alto,False,
1428,hoy tocaba jugando al twitch escuchando bad bunny hasta que se fue el lag ns q decir jaja 🍜,#Top,videojuegos,videojuegos,musica,True,short,medio,False,Bad Bunny | Twitch
1429,tacos: receta vista en tiktok y cero medidas y me renta demasiado,,cocina,cocina,,False,short,bajo,False,tacos
1430,"domingo raro y ranked con lag justo al final, no pido mas; tambien tema en bucle desde por la mañana 🏁",#Spotify #GTA,videojuegos,videojuegos,musica,True,short,bajo,False,Spotify | GTA
1431,"hoy tocaba cena improvisada con lo que habia en Valencia con cuchillo. Primero parecia un plan normal, luego sin planear demasiado y acabamos diciendo que asi si",#Random,cocina,cocina,,False,long,bajo,False,
1432,random no se como explicar esto pero gato durmiendo encima del teclado con ganas de repetir...,#Gatos #Vibes,animales,animales,,False,short,alto,False,
1433,bro caminata eterna por el centro en Londres con coche,,viajes,viajes,,False,short,medio,False,
1434,"mini update: noche de mando, discord y tema nuevo de anuuel en bucle",#playstation #pop,musica,musica,videojuegos,True,short,medio,False,PlayStation
1435,Toyota Supra: curvas suaves con musica de fondo y bro esto esta increible que fantasía ✈️,#roadtrip,coches,coches,,False,short,alto,False,Toyota Supra
1436,,,coches,coches,,False,medium,bajo,False,
1437,hoy tocaba jugando al gta escuchando quvedo hasta que se fue el lag top full 🚗,#Update #Gaming #GTA #Urbano,videojuegos,videojuegos,musica,True,short,medio,False,GTA
1438,"hoy tocaba escapada express con maleta pequena, god",#escapada #top,viajes,viajes,,False,short,bajo,False,
1439,"vibe de hoy: chiringuito lleno pero la musica estaba increible, despues de una semana eterna que locura",#temazo,musica,musica,playa,True,medium,bajo,False,
1440,"en bucle nba aparecio en el plan: comida sencilla despues del gimnasio, mientras cae la tarde, pollo incluido ✨",#running,deporte,deporte,,False,medium,alto,False,NBA
1441,"mision secundaria mas interesante que la principal cerca de Londres. sin filtros y con prisa, FIFA de fondo y asi si",#Twitch,videojuegos,videojuegos,,False,medium,bajo,False,Twitch | FIFA
1442,full hoy tocaba playlist para cnoducir sin hablar con una playlist random de fondo ⚽,#Pop,musica,musica,,False,short,alto,False,
1443,entreno corto pero intenso en cuenca con pollo 🍣,#Running,deporte,deporte,,False,short,medio,False,
1444,si esto no es felicidad entonces nada brisa salada y cero prisa porque a veces sale bien sin pensarlo,#update,playa,playa,,False,short,medio,False,
1445,"sol flojo pero planazo, asi si 🚗",,playa,playa,,False,micro,bajo,False,
1446,mini update: salsa rara que al final funciona en Tenerife con pan; con ganas de repetir y no pido mas; tambien dia de pierna y luego sofa,#casero #top #tapas #gym,cocina,cocina,deporte,True,medium,medio,False,Tenerife
1447,bro me desperte pensando en esto: paso por la costa entre risas y cero cobertura 🎸,#Mood,playa,playa,,False,short,alto,False,
1448,JAJA nadie me preparo para tarde de playa con Taylor Swift sonando en un altavoz pequeno ns q decir JAJA,#live,musica,musica,playa,True,short,medio,False,Taylor Swift
1449,sol flojo pero planazo; luego porque a veces sale bien sin pensarlo y acabamos hablando de Formentera,#relax,playa,playa,,False,medium,bajo,False,Formentera
1450,"me desperte pensando en esto: proteina, cafe y receta random antes de salir a correr muy de hoy 🔥",#futbol#fitness#mood#sabor,deporte,deporte,cocina,True,short,bajo,False,
1451,"nadie me preparo para noche de mando, Discord y tema nuevo de Bizarrap me renta demasiado",,videojuegos,videojuegos,musica,True,short,bajo,False,Bizarrap
1452,"despues del entreno tocaba lavar el coche, con una playlist random de fondo no pido mas ☀️",#Vibes #Trabajo #RoadTrip #Racing #Fitness,deporte,deporte,coches,True,medium,medio,False,
1453,mando en Malaga. asi si,#gaming,videojuegos,videojuegos,,False,micro,bajo,False,
1454,literalmente ruta corta por carreteras secundarias sin filtros y con prisa,#Racing #Aesthetic #Drive,coches,coches,,False,short,medio,False,
1455,vibe de hoy: barrio nuevo descubierto por accidente sin filtros y con prisa,#wanderlust,viajes,viajes,,False,short,bajo,False,
1456,"domingo raro y altavoz pequeno haciendo milagros en Nueva York con guitarra. Primero parecia un plan normal, luego con ganas de repetir y acabamos diciendo que god; tambien pala nueva para el padel",,musica,musica,deporte,True,long,alto,False,
1457,parking lleno y aun asi foto en Lisboa con gps bro,,coches,coches,,False,short,alto,False,Lisboa
1458,mesa compartida despues de cainar en Roma con aceite full,#Planazo,cocina,cocina,,False,short,medio,False,Roma
1459,"literalmente entreno con Quevedo en los auriculares y cero energia al final, en modo desconectar top",#Workout,musica,deporte,musica,True,medium,bajo,True,Quevedo
1460,"si esto no es felicidad entonces nada proteina, cafe y receta random antes de salir a correr, en plan tranquilo asi si xd",#gym #sabor #entreno #sinfiltros,deporte,deporte,cocina,True,medium,medio,False,
1461,hoy tocaba perro mirando la comida con demasiada fe; luego sin planear demasiado y acabamos hablando de Toby ⚽,#doglife,animales,animales,,False,medium,bajo,False,Toby
1462,"Real Madrid aparecio en el plan: series de carrera con poca fe, porque a veces sale bien sin pensarlo, reloj incluido 🍣 xd",#Workout #Futbol,deporte,deporte,,False,medium,bajo,False,Real Madrid | Madrid
1463,plan improvisado: partida rapida que JAJA,#gaming,videojuegos,videojuegos,,False,short,medio,False,
1464,mesa compartida despues de caminar 🐶,#Yummy,cocina,cocina,,False,micro,medio,False,
1465,,#destino,viajes,viajes,,False,short,medio,False,
1466,"no se como explicar esto pero siesta compartida despues de comer, ns q decir jaja",#CatLife #PetFriendly,animales,animales,,False,short,medio,False,
1467,"domingo raro y road trip en toyota supra por ciudad con paradas random y playlist alta, en modo desconectar top",,coches,coches,viajes,True,medium,bajo,False,Toyota Supra
1468,Toyota Supra: gasolina carisima pero habia ganas y god,,coches,coches,,False,short,bajo,False,Toyota Supra
1469,Bizarrap: tema en bucle desde por la mñaana y bro esto esta increible,#Domingo #Pop,musica,musica,,False,short,bajo,False,Bizarrap
1470,"mesa compartida despues de caminar cerrca de roma. en modo desconectar, masterchef de fondo y muy de hoy modo chill",#planazo #casero,cocina,cocina,,False,medium,medio,False,MasterChef | Roma
1471,si esto no es felicidad entonces nada zapatillas en el maletero y plan de ultima hora literalmente obsesionado ✨,#Random #Entreno,deporte,deporte,coches,True,short,alto,False,
